"Word","FREQcount","CDcount","FREQlow","Cdlow","SUBTLWF","Lg10WF","SUBTLCD","Lg10CD","nl","oPE","Npix","OLD20","CN","Freq"
"drunk",3904,2016,3745,1973,76.55,3.5916,24.03,3.3047,5,544.039724505812,839.188235294118,1.7,4,3.3047
"begin",2906,2013,2743,1945,56.98,3.4634,24,3.3041,5,556.848697022905,864.266666666667,1.8,2,3.3041
"brain",3928,1994,3710,1950,77.02,3.5943,23.77,3.2999,5,526.587102588659,783.372549019608,1.5,6,3.2999
"reach",2903,1993,2711,1916,56.92,3.463,23.76,3.2997,5,478.190559901028,790.050980392157,1.55,6,3.2997
"force",3604,1985,2918,1808,70.67,3.5569,23.66,3.298,5,504.05616103972,757.027450980392,1.7,3,3.298
"tells",2665,1981,2593,1941,52.25,3.4259,23.62,3.2971,5,571.109590416898,728.352941176471,1.45,10,3.2971
"waste",2716,1960,2602,1899,53.25,3.4341,23.37,3.2925,5,499.618958017399,803.121568627451,1.55,5,3.2925
"folks",3878,1954,3557,1860,76.04,3.5887,23.3,3.2911,5,582.51796432277,796.58431372549,1.7,4,3.2911
"fresh",2780,1953,2373,1757,54.51,3.4442,23.28,3.2909,5,541.369721579268,801.141176470588,1.85,2,3.2909
"laugh",3206,1932,3023,1846,62.86,3.5061,23.03,3.2862,5,587.404753638225,852.235294117647,1.85,1,3.2862
"rules",3438,1932,3294,1900,67.41,3.5364,23.03,3.2862,5,504.751740628407,735.623529411765,1.4,9,3.2862
"field",3580,1919,3172,1803,70.2,3.554,22.88,3.2833,5,630.93558477665,786.701960784314,1.7,3,3.2833
"green",3696,1908,2541,1548,72.47,3.5678,22.75,3.2808,5,517.004470295579,833.380392156863,1.65,5,3.2808
"turns",2552,1898,2161,1653,50.04,3.4071,22.63,3.2785,5,475.223302604622,746.964705882353,1.7,4,3.2785
"round",3393,1895,3006,1765,66.53,3.5307,22.59,3.2778,5,513.373805438049,810.894117647059,1.4,7,3.2778
"honor",4912,1887,2989,1578,96.31,3.6913,22.5,3.276,5,479.725667784072,803.43137254902,1.85,1,3.276
"plans",2867,1883,2793,1862,56.22,3.4576,22.45,3.2751,5,540.054429057917,830.541176470588,1.45,5,3.2751
"smoke",3337,1883,3003,1780,65.43,3.5235,22.45,3.2751,5,549.440893793066,871.956862745098,1.7,3,3.2751
"raise",2815,1872,2466,1712,55.2,3.4496,22.32,3.2725,5,485.944309867772,738.596078431373,1.7,1,3.2725
"peace",3550,1867,2937,1624,69.61,3.5504,22.26,3.2714,5,477.809348311915,842.109803921569,1.8,3,3.2714
"Uncle",6327,1865,2225,1059,124.06,3.8013,22.23,3.2709,5,541.698184877749,798.513725490196,2.55,0,3.2709
"angry",3008,1864,2890,1826,58.98,3.4784,22.22,3.2707,5,588.398109053661,852.560784313725,2,0,3.2707
"silly",2912,1845,2654,1730,57.1,3.4643,22,3.2662,5,662.008103200573,729.96862745098,1.3,12,3.2662
"glass",3096,1841,2867,1770,60.71,3.4909,21.95,3.2653,5,550.19038563865,824.188235294118,1.75,3,3.2653
"court",5137,1839,4464,1693,100.73,3.7108,21.92,3.2648,5,503.780338281852,728.941176470588,1.9,1,3.2648
"treat",2646,1835,2490,1767,51.88,3.4228,21.88,3.2639,5,511.838777369834,740.933333333333,1.65,3,3.2639
"taste",2617,1825,2488,1770,51.31,3.418,21.76,3.2615,5,480.344927102455,764.882352941176,1.55,6,3.2615
"apart",2398,1821,2281,1748,47.02,3.38,21.71,3.2605,5,545.138000505493,813.266666666667,1.9,1,3.2605
"tight",2597,1813,2497,1776,50.92,3.4146,21.61,3.2586,5,604.163035757042,815.890196078431,1.45,10,3.2586
"names",2746,1793,2667,1759,53.84,3.4389,21.38,3.2538,5,468.602744965013,853,1.6,7,3.2538
"books",3456,1783,3280,1743,67.76,3.5387,21.26,3.2514,5,502.366374677413,858.56862745098,1.35,11,3.2514
"crime",3633,1782,3328,1720,71.24,3.5604,21.24,3.2512,5,557.070239045414,773.160784313725,1.6,6,3.2512
"steal",2720,1781,2600,1739,53.33,3.4347,21.23,3.2509,5,548.591358049325,756.447058823529,1.6,4,3.2509
"above",2493,1778,2350,1703,48.88,3.3969,21.2,3.2502,5,526.07111168755,811.082352941177,1.95,1,3.2502
"smile",2958,1775,2408,1538,58,3.4711,21.16,3.2494,5,596.668483119162,787.066666666667,1.75,1,3.2494
"track",2843,1772,2720,1710,55.75,3.4539,21.13,3.2487,5,525.398698353153,768.192156862745,1.4,8,3.2487
"scene",3807,1771,3710,1754,74.65,3.5807,21.11,3.2485,5,446.453073536062,786.764705882353,1.85,2,3.2485
"pants",2996,1770,2850,1722,58.75,3.4767,21.1,3.2482,5,493.507825178917,838.976470588235,1.1,12,3.2482
"empty",2409,1764,2214,1663,47.24,3.382,21.03,3.2467,5,636.668159869103,905.576470588235,2.25,0,3.2467
"Major",5343,1760,2354,1443,104.76,3.7279,20.98,3.2458,5,614.30648428978,835.658823529412,2,0,3.2458
"train",4848,1760,4618,1700,95.06,3.6857,20.98,3.2458,5,529.108579429056,727.419607843137,1.5,6,3.2458
"final",2533,1712,2321,1606,49.67,3.4038,20.41,3.2338,5,600.832839146512,747.125490196078,1.9,0,3.2338
"stole",2711,1705,2628,1672,53.16,3.4333,20.33,3.232,5,543.599911538563,752.658823529412,1.4,7,3.232
"cross",2807,1700,2080,1436,55.04,3.4484,20.27,3.2307,5,470.159249873625,748.403921568627,1.6,7,3.2307
"South",3288,1693,1411,961,64.47,3.5171,20.18,3.2289,5,534.095145262988,849.486274509804,1.85,3,3.2289
"plane",4872,1691,4782,1671,95.53,3.6878,20.16,3.2284,5,549.545521722934,834.972549019608,1.45,5,3.2284
"heavy",2412,1688,2210,1590,47.29,3.3826,20.12,3.2276,5,546.743096682362,823.317647058824,1.95,1,3.2276
"press",3070,1683,2707,1520,60.2,3.4873,20.06,3.2263,5,502.893679330618,820.627450980392,1.75,5,3.2263
"board",3272,1682,2920,1575,64.16,3.5149,20.05,3.2261,5,525.899986032403,856.38431372549,1.65,3,3.2261
"sight",2311,1677,2259,1665,45.31,3.364,19.99,3.2248,5,583.790276558383,829.972549019608,1.3,11,3.2248
"space",3369,1674,3073,1604,66.06,3.5276,19.96,3.224,5,491.93135059994,837.678431372549,1.5,5,3.224
"allow",2263,1660,1840,1419,44.37,3.3549,19.79,3.2204,5,626.964644025858,769.525490196078,1.5,3,3.2204
"price",2722,1644,2375,1561,53.37,3.435,19.6,3.2162,5,541.553806502247,777.650980392157,1.45,6,3.2162
"clock",2990,1639,2893,1608,58.63,3.4758,19.54,3.2148,5,557.86182390188,767.443137254902,1.4,8,3.2148
"fired",3159,1626,3067,1610,61.94,3.4997,19.38,3.2114,5,572.749493840954,785.270588235294,1.3,11,3.2114
"teeth",2440,1626,2353,1598,47.84,3.3876,19.38,3.2114,5,506.731067257295,797.164705882353,1.9,2,3.2114
"radio",3936,1624,3353,1491,77.18,3.5952,19.36,3.2109,5,541.581318674008,784.011764705882,1.85,1,3.2109
"judge",4063,1621,2790,1450,79.67,3.609,19.33,3.2101,5,637.554053928219,880.262745098039,1.7,4,3.2101
"North",3258,1616,1583,979,63.88,3.5131,19.27,3.2087,5,542.998903211215,853.792156862745,1.9,2,3.2087
"grand",3214,1614,2335,1289,63.02,3.5072,19.24,3.2082,5,564.819188150157,878.152941176471,1.7,4,3.2082
"shows",2117,1605,2046,1557,41.51,3.3259,19.13,3.2057,5,514.442289222336,842.411764705882,1.5,8,3.2057
"bucks",2866,1596,2841,1592,56.2,3.4574,19.03,3.2033,5,501.837469736875,837.137254901961,1.5,10,3.2033
"level",2633,1590,2442,1542,51.63,3.4206,18.96,3.2017,5,605.599142655704,721.243137254902,1.7,4,3.2017
"horse",4737,1577,4472,1488,92.88,3.6756,18.8,3.1981,5,472.298932476653,798.737254901961,1.3,8,3.1981
"guard",2968,1569,2122,1297,58.2,3.4726,18.71,3.1959,5,565.786436134833,865.435294117647,1.9,0,3.1959
"heads",2177,1559,1828,1370,42.69,3.3381,18.59,3.1931,5,470.978847074785,874.533333333333,1.4,11,3.1931
"match",2521,1557,2416,1521,49.43,3.4017,18.56,3.1926,5,533.474728629579,848.101960784314,1.5,8,3.1926
"cares",2023,1555,2014,1548,39.67,3.3062,18.54,3.192,5,435.758077925877,756.623529411765,1,22,3.192
"truck",3716,1555,3571,1537,72.86,3.5702,18.54,3.192,5,533.145052145687,757.235294117647,1.6,4,3.192
"chair",2511,1553,2442,1525,49.24,3.4,18.51,3.1915,5,529.936864474418,755.117647058824,1.8,2,3.1915
"threw",2082,1552,2026,1529,40.82,3.3187,18.5,3.1912,5,551.102437677919,807.023529411765,1.85,3,3.1912
"build",2452,1542,2327,1484,48.08,3.3897,18.38,3.1884,5,606.08827320616,814.56862745098,1.85,2,3.1884
"trick",2411,1526,2215,1455,47.27,3.3824,18.19,3.1838,5,559.659865778061,732.113725490196,1.45,7,3.1838
"shame",2120,1519,1793,1365,41.57,3.3265,18.11,3.1818,5,519.462196371085,879.090196078431,1.4,7,3.1818
"loose",2131,1508,2060,1474,41.78,3.3288,17.98,3.1787,5,516.816125921194,768.529411764706,1.5,4,3.1787
"spoke",1970,1505,1945,1490,38.63,3.2947,17.94,3.1778,5,545.061962247584,876.447058823529,1.75,3,3.1778
"older",2135,1502,2031,1456,41.86,3.3296,17.91,3.177,5,561.68101803815,790.850980392157,1.5,5,3.177
"local",2128,1498,1958,1418,41.73,3.3282,17.86,3.1758,5,588.69183294756,732.894117647059,1.7,3,3.1758
"large",2114,1480,1979,1429,41.45,3.3253,17.64,3.1706,5,568.797905525845,804.670588235294,1.7,3,3.1706
"usual",1899,1475,1859,1452,37.24,3.2788,17.58,3.1691,5,534.114609439432,755.337254901961,2.25,0,3.1691
"rough",1907,1449,1762,1346,37.39,3.2806,17.27,3.1614,5,551.163945646099,847.01568627451,1.55,5,3.1614
"built",2099,1446,2040,1421,41.16,3.3222,17.24,3.1605,5,589.318481788915,752.427450980392,1.85,3,3.1605
"games",2287,1441,2169,1412,44.84,3.3595,17.18,3.159,5,523.554891983929,903.752941176471,1.3,12,3.159
"study",2501,1419,2397,1371,49.04,3.3983,16.92,3.1523,5,574.627907920291,834.101960784314,1.85,1,3.1523
"total",1920,1409,1668,1274,37.65,3.2835,16.8,3.1492,5,564.989506345278,739.721568627451,1.9,1,3.1492
"split",1954,1406,1794,1332,38.31,3.2911,16.76,3.1483,5,621.197220448558,773.043137254902,1.75,1,3.1483
"shirt",2365,1400,2330,1383,46.37,3.374,16.69,3.1464,5,548.309209966211,747.933333333333,1.65,4,3.1464
"Agent",5235,1399,2519,1158,102.65,3.719,16.68,3.1461,5,570.523616542952,886.356862745098,1.95,0,3.1461
"guest",2037,1381,1990,1363,39.94,3.3092,16.46,3.1405,5,531.200261393566,826.098039215686,1.8,2,3.1405
"hurts",1907,1378,1854,1343,37.39,3.2806,16.43,3.1396,5,485.790384308403,773.054901960784,1.8,2,3.1396
"Chief",3973,1374,1876,995,77.9,3.5992,16.38,3.1383,5,592.222018916113,809.270588235294,1.85,2,3.1383
"color",2011,1366,1928,1326,39.43,3.3036,16.29,3.1358,5,532.171446909834,727.674509803922,1.8,2,3.1358
"serve",1935,1361,1840,1319,37.94,3.2869,16.23,3.1342,5,492.336920344799,742.329411764706,1.6,3,3.1342
"aware",1818,1356,1807,1350,35.65,3.2598,16.17,3.1326,5,515.150201532443,798.83137254902,1.9,2,3.1326
"blind",2337,1353,2174,1313,45.82,3.3688,16.13,3.1316,5,600.866453161996,827.286274509804,1.65,5,3.1316
"cards",2449,1353,2381,1319,48.02,3.3892,16.13,3.1316,5,480.889205709419,800.250980392157,1.4,9,3.1316
"ideas",1987,1351,1962,1338,38.96,3.2984,16.11,3.131,5,510.143865565221,810.603921568627,1.8,1,3.131
"lines",1960,1348,1897,1322,38.43,3.2925,16.07,3.13,5,522.279016016174,741.788235294118,1,17,3.13
"cream",2484,1345,2262,1271,48.71,3.3953,16.03,3.129,5,535.094188815281,809.239215686275,1.6,3,3.129
"truly",1830,1342,1642,1244,35.88,3.2627,16,3.1281,5,617.764412562853,739.576470588235,2,0,3.1281
"screw",1912,1340,1318,998,37.49,3.2817,15.98,3.1274,5,508.638874477877,775.203921568627,1.7,3,3.1274
"Mommy",3617,1329,700,444,70.92,3.5585,15.84,3.1239,5,674.033351291669,988.81568627451,1.75,5,3.1239
"block",2067,1318,1808,1252,40.53,3.3156,15.71,3.1202,5,570.958034027721,821.788235294118,1.7,4,3.1202
"cheap",1848,1304,1668,1224,36.24,3.2669,15.55,3.1156,5,520.848089099954,871.105882352941,1.8,2,3.1156
"Frank",8129,1303,248,205,159.39,3.9101,15.53,3.1153,5,554.06019833985,821.917647058823,1.65,5,3.1153
"stars",2353,1302,1884,1137,46.14,3.3718,15.52,3.1149,5,481.773434299092,750.58431372549,1.25,10,3.1149
"shake",2021,1296,1503,1105,39.63,3.3058,15.45,3.1129,5,507.628448000637,856.556862745098,1.25,11,3.1129
"beach",2888,1291,2180,1025,56.63,3.4607,15.39,3.1113,5,478.873515444168,855.870588235294,1.45,7,3.1113
"Brown",3066,1290,1042,757,60.12,3.4867,15.38,3.1109,5,551.584754702422,864.317647058824,1.8,4,3.1109
"among",1729,1273,1541,1153,33.9,3.238,15.18,3.1052,5,568.762281506903,908.447058823529,1.95,1,3.1052
"scare",1712,1261,1647,1226,33.57,3.2338,15.03,3.1011,5,464.462415861866,756.623529411765,1.15,10,3.1011
"slept",1810,1260,1762,1226,35.49,3.2579,15.02,3.1007,5,581.668892835287,807.976470588235,1.85,3,3.1007
"speed",2104,1260,1824,1153,41.25,3.3233,15.02,3.1007,5,529.858857450713,897.066666666667,1.6,2,3.1007
"knife",2387,1255,2304,1215,46.8,3.378,14.96,3.099,5,555.321976348204,798.580392156863,1.9,0,3.099
"noise",1779,1252,1741,1237,34.88,3.2504,14.93,3.098,5,478.695620161224,766.094117647059,1.65,4,3.098
"fancy",1777,1233,1486,1098,34.84,3.2499,14.7,3.0913,5,541.270771144277,810.137254901961,1.95,1,3.0913
"crowd",1906,1230,1671,1146,37.37,3.2804,14.66,3.0903,5,571.544871232074,820.619607843137,1.8,2,3.0903
"enemy",2474,1229,2328,1193,48.51,3.3936,14.65,3.0899,5,563.269568600845,874.321568627451,2.45,1,3.0899
"finds",1492,1226,1473,1218,29.25,3.1741,14.62,3.0888,5,549.900419692977,812.125490196078,1.35,10,3.0888
"magic",2687,1223,2341,1117,52.69,3.4294,14.58,3.0878,5,590.096611195359,856.345098039216,1.9,1,3.0878
"faith",2363,1220,2008,1159,46.33,3.3736,14.54,3.0867,5,563.061007130124,781.650980392157,1.75,2,3.0867
"naked",2002,1217,1839,1162,39.25,3.3017,14.51,3.0856,5,511.841898129671,878.525490196078,1.5,8,3.0856
"ended",1511,1214,1485,1194,29.63,3.1796,14.47,3.0846,5,520.210226275041,895.356862745098,1.8,0,3.0846
"drugs",2464,1212,2261,1147,48.31,3.3918,14.45,3.0839,5,545.544936414184,859.858823529412,1.75,3,3.0839
"river",2829,1211,2139,963,55.47,3.4518,14.44,3.0835,5,542.597157926941,683.447058823529,1.45,10,3.0835
"outta",3185,1206,3111,1190,62.45,3.5032,14.38,3.0817,5,501.772163913054,756.858823529412,2,0,3.0817
"kinda",2163,1205,1913,1087,42.41,3.3353,14.37,3.0813,5,542.725630537152,843.592156862745,1.85,2,3.0813
"fixed",1647,1204,1600,1178,32.29,3.217,14.35,3.081,5,577.39576249767,802.756862745098,1.45,9,3.081
"legal",1821,1200,1662,1136,35.71,3.2605,14.31,3.0795,5,634.435000798147,806.101960784314,1.9,1,3.0795
"freak",1874,1198,1741,1148,36.75,3.273,14.28,3.0788,5,552.532692819325,803.372549019608,1.75,3,3.0788
"crack",1675,1192,1556,1147,32.84,3.2243,14.21,3.0766,5,509.781011386915,769.8,1.45,7,3.0766
"shape",1542,1189,1509,1172,30.24,3.1884,14.18,3.0755,5,515.068085375261,883.580392156863,1.5,7,3.0755
"issue",1741,1188,1722,1181,34.14,3.241,14.16,3.0752,5,498.94808111847,751.588235294118,1.9,0,3.0752
"queen",2789,1188,1681,825,54.69,3.4456,14.16,3.0752,5,494.908209620346,850.356862745098,1.95,1,3.0752
"spare",1573,1186,1314,1031,30.84,3.197,14.14,3.0745,5,514.839866842258,826.203921568627,1.15,11,3.0745
"doors",1755,1180,1658,1136,34.41,3.2445,14.07,3.0722,5,491.388358341978,810.725490196078,1.7,4,3.0722
"chest",2090,1177,1940,1134,40.98,3.3204,14.03,3.0711,5,500.986731449702,794.341176470588,1.65,4,3.0711
"stage",2324,1176,2193,1139,45.57,3.3664,14.02,3.0708,5,525.460685210311,837.054901960784,1.45,7,3.0708
"devil",2108,1172,1700,1037,41.33,3.3241,13.97,3.0693,5,618.576564370658,756.886274509804,1.8,1,3.0693
"sugar",1926,1146,1476,998,37.76,3.2849,13.66,3.0596,5,524.657229228189,817.376470588235,1.9,0,3.0596
"hired",1683,1144,1654,1133,33,3.2263,13.64,3.0588,5,537.480368877536,814.505882352941,1.5,8,3.0588
"balls",2048,1141,1927,1100,40.16,3.3115,13.6,3.0577,5,566.837816931384,785.450980392157,1.15,14,3.0577
"trade",1795,1126,1498,1047,35.2,3.2543,13.42,3.0519,5,519.823049857662,803.074509803922,1.7,2,3.0519
"bless",1788,1115,1207,813,35.06,3.2526,13.29,3.0477,5,514.622774496499,806.823529411765,1.85,2,3.0477
"Angel",3992,1112,1430,855,78.27,3.6013,13.26,3.0465,5,611.451784526563,877.921568627451,2,0,3.0465
"brave",1617,1111,1511,1052,31.71,3.209,13.25,3.0461,5,522.262970574931,785.345098039216,1.6,3,3.0461
"proof",1754,1111,1659,1077,34.39,3.2443,13.25,3.0461,5,577.699976720673,823.964705882353,1.85,0,3.0461
"style",1534,1106,1474,1087,30.08,3.1861,13.19,3.0441,5,615.970392023837,773.337254901961,1.65,4,3.0441
"toast",1707,1104,1614,1063,33.47,3.2325,13.16,3.0434,5,492.255051613589,762.239215686275,1.75,3,3.0434
"drove",1472,1101,1413,1076,28.86,3.1682,13.13,3.0422,5,541.507049644822,787.745098039216,1.6,5,3.0422
"nurse",2294,1099,1589,906,44.98,3.3608,13.1,3.0414,5,464.581578072204,765.478431372549,1.8,2,3.0414
"began",1658,1095,1645,1090,32.51,3.2198,13.05,3.0398,5,516.6097766515,900.345098039216,1.75,4,3.0398
"video",2105,1088,1916,1045,41.27,3.3235,12.97,3.037,5,555.899666773085,781.192156862745,1.85,1,3.037
"shock",1468,1085,1402,1053,28.78,3.167,12.94,3.0358,5,515.581003405431,835.862745098039,1.55,6,3.0358
"faces",1363,1082,1303,1057,26.73,3.1348,12.9,3.0346,5,465.245907494611,784.764705882353,1.1,14,3.0346
"focus",1499,1073,1253,939,29.39,3.1761,12.79,3.031,5,490.8819079735,771.164705882353,1.8,4,3.031
"moves",1420,1067,1389,1052,27.84,3.1526,12.72,3.0286,5,511.564689254262,816.250980392157,1.45,8,3.0286
"parts",1501,1063,1468,1048,29.43,3.1767,12.67,3.0269,5,507.73232035012,807.690196078431,1,16,3.0269
"enter",1516,1060,1311,943,29.73,3.181,12.64,3.0257,5,482.872515098304,761.207843137255,1.6,3,3.0257
"badly",1336,1055,1286,1033,26.2,3.1261,12.58,3.0237,5,615.56587051374,878.494117647059,1.8,4,3.0237
"lower",1417,1055,1102,891,27.78,3.1517,12.58,3.0237,5,568.121122329527,766.949019607843,1.35,9,3.0237
"exist",1477,1049,1476,1049,28.96,3.1697,12.51,3.0212,5,533.56533176364,736.423529411765,1.85,0,3.0212
"hated",1439,1046,1416,1032,28.22,3.1584,12.47,3.0199,5,502.939192406948,860.450980392157,1.2,12,3.0199
"avoid",1239,1043,1177,998,24.29,3.0934,12.43,3.0187,5,578.994787426502,782.337254901961,1.8,1,3.0187
"grown",1275,1041,1244,1025,25,3.1059,12.41,3.0179,5,583.630255806527,850.462745098039,1.5,8,3.0179
"paint",1877,1025,1752,984,36.8,3.2737,12.22,3.0111,5,541.133979168328,808.474509803922,1.45,6,3.0111
"based",1357,1020,1073,845,26.61,3.1329,12.16,3.009,5,490.4148821401,882.976470588235,1.4,8,3.009
"awake",1362,1016,1315,997,26.71,3.1345,12.11,3.0073,5,536.225429669831,852.862745098039,1.7,2,3.0073
"dozen",1231,1001,1214,991,24.14,3.0906,11.93,3.0009,5,470.828565062387,829.933333333333,1.8,2,3.0009
"stood",1315,996,1284,979,25.78,3.1193,11.87,2.9987,5,525.786903051586,820.592156862745,1.85,3,2.9987
"grade",1493,993,1442,967,29.27,3.1744,11.84,2.9974,5,554.449420677361,875.247058823529,1.45,7,2.9974
"plays",1521,993,1388,926,29.82,3.1824,11.84,2.9974,5,621.054053928218,845.670588235294,1.6,5,2.9974
"hates",1313,988,1262,961,25.75,3.1186,11.78,2.9952,5,449.183485646632,812.392156862745,1.15,14,2.9952
"staff",1632,987,1457,923,32,3.213,11.77,2.9948,5,577.256827493547,782.917647058823,1.85,2,2.9948
"talks",1216,987,1182,969,23.84,3.0853,11.77,2.9948,5,547.246004602654,782.098039215686,1.55,7,2.9948
"below",1430,986,1379,964,28.04,3.1556,11.75,2.9943,5,573.595379386488,832.76862745098,1.9,0,2.9943
"model",1635,982,1534,942,32.06,3.2138,11.71,2.9926,5,599.878493229041,867.41568627451,1.65,5,2.9926
"aside",1212,980,1067,877,23.76,3.0839,11.68,2.9917,5,517.548481522865,810.603921568627,1.85,1,2.9917
"score",1552,977,1459,931,30.43,3.1912,11.65,2.9903,5,473.609283129804,752.835294117647,1.35,8,2.9903
"trees",1565,973,1492,945,30.69,3.1948,11.6,2.9886,5,466.781065927048,753.870588235294,1.5,7,2.9886
"cases",1436,969,1422,965,28.16,3.1575,11.55,2.9868,5,423.562965253943,780.572549019608,1.05,14,2.9868
"event",1345,969,1327,961,26.37,3.129,11.55,2.9868,5,517.711061670257,759.533333333333,1.75,2,2.9868
"trial",2518,960,2441,942,49.37,3.4012,11.44,2.9827,5,595.525544071087,697.564705882353,1.8,1,2.9827
"shots",1447,951,1357,913,28.37,3.1608,11.34,2.9786,5,487.056316678637,804.172549019608,1.35,7,2.9786
"David",5196,950,24,3,101.88,3.7158,11.33,2.9782,5,584.833816878175,833.23137254902,1.9,1,2.9782
"James",3358,950,18,13,65.84,3.5262,11.33,2.9782,5,516.305643573575,844.247058823529,1.6,8,2.9782
"birth",1405,948,1344,907,27.55,3.148,11.3,2.9773,5,560.50629672493,789.803921568627,1.75,4,2.9773
"exact",1154,948,1120,931,22.63,3.0626,11.3,2.9773,5,495.792267938382,760.027450980392,1.8,2,2.9773
"rooms",1326,947,1313,940,26,3.1229,11.29,2.9768,5,513.517167504721,815.282352941176,1.45,8,2.9768
"knees",1320,946,1298,935,25.88,3.1209,11.28,2.9763,5,453.572851650835,829.321568627451,1.8,2,2.9763
"chase",1673,944,894,743,32.8,3.2238,11.25,2.9754,5,471.911672253703,814,1.45,5,2.9754
"punch",1514,943,1318,857,29.69,3.1804,11.24,2.975,5,520.123353154014,863.054901960784,1.7,5,2.975
"stone",2072,938,1158,737,40.63,3.3166,11.18,2.9727,5,480.821815388298,782.513725490196,1.55,6,2.9727
"wound",1353,937,1316,926,26.53,3.1316,11.17,2.9722,5,535.85226873653,859,1.55,8,2.9722
"pride",1411,936,1221,881,27.67,3.1498,11.16,2.9717,5,578.767590523318,838.18431372549,1.55,5,2.9717
"kinds",1121,932,1118,930,21.98,3.05,11.11,2.9699,5,531.899769202116,838.01568627451,1.45,9,2.9699
"fella",1705,930,1587,908,33.43,3.232,11.09,2.9689,5,607.334757362916,752.203921568627,1.65,4,2.9689
"plate",1308,925,1280,905,25.65,3.1169,11.03,2.9666,5,569.982422779151,813.552941176471,1.45,4,2.9666
"steps",1259,922,1201,907,24.69,3.1004,10.99,2.9652,5,511.868536329049,830.494117647059,1.75,4,2.9652
"scary",1336,920,1224,852,26.2,3.1261,10.97,2.9643,5,525.77417524676,774.658823529412,1.7,4,2.9643
"loser",1381,916,1209,833,27.08,3.1405,10.92,2.9624,5,522.59714462447,742.792156862745,1.5,6,2.9624
"sucks",1248,912,1188,873,24.47,3.0966,10.87,2.9605,5,483.986187378613,795.266666666667,1.45,10,2.9605
"sharp",1213,911,999,832,23.78,3.0842,10.86,2.96,5,537.266844254662,855.2,1.8,3,2.96
"helps",1084,905,1005,847,21.25,3.0354,10.79,2.9571,5,546.566119269958,855.486274509804,1.85,2,2.9571
"bread",1445,902,1341,863,28.33,3.1602,10.75,2.9557,5,526.087091946682,859.027450980392,1.55,5,2.9557
"candy",1825,902,1430,792,35.78,3.2615,10.75,2.9557,5,537.467562588128,854.003921568627,1.55,9,2.9557
